note,filter,night,season,fiveSigmaDepth,airmass,observationStartMJD,numExposures,visitExposureTime,seeingFwhmEff,seeingFwhmGeom
DD:COSMOS,g,461,2,24.699523877041386,1.191019729358096,60679.32504023311,2.0,30.0,0.8530809629116252,0.7532325515133558
DD:COSMOS,g,462,2,24.682322383550535,1.1834983041528007,60680.317300755996,2.0,30.0,0.8686947236305922,0.7660670628243468
DD:COSMOS,g,463,2,24.525335700823284,1.19459934417144,60681.32480267657,2.0,30.0,1.0024491560973563,0.8760132063120268
DD:COSMOS,g,466,2,23.641637293871884,1.681183529859851,60684.2331778664,2.0,30.0,1.3518024449092645,1.1631816097154153
DD:COSMOS,g,467,2,24.478231400186147,1.1846647440042823,60685.31451777551,2.0,30.0,1.04893771658764,0.9142268030350399
DD:COSMOS,g,469,2,24.34320636299092,1.241912306382067,60687.348657331255,2.0,30.0,1.1433572802711747,0.9918396843829056
DD:COSMOS,g,476,2,23.3633186133386,1.9773003710545867,60694.13699090046,2.0,30.0,1.3005323169237517,1.1210375645113237
DD:COSMOS,g,477,2,23.9878389740603,2.0962157907442265,60695.12660383179,2.0,30.0,1.273944241781433,1.099182166744338
DD:COSMOS,g,478,2,24.11400436063969,1.7418042072790505,60696.147468696814,2.0,30.0,1.2486829626057572,1.0784173952619325
DD:COSMOS,g,479,2,23.773441168019424,1.5168322948960073,60697.16877138044,2.0,30.0,1.808338638755755,1.5384543610572305
DD:COSMOS,g,481,2,24.046681647343522,1.705309732367092,60699.163090294525,2.0,30.0,1.3669220203488024,1.1756099007267156
DD:COSMOS,g,482,2,24.37775407616154,1.1941927850971648,60700.24125454218,2.0,30.0,1.149931922360241,0.9972440401801181
