# x1 c weight_x1 weight_c weight_tot
0.5 0.0 0.205782312925 0.207482993197 0.0426963302328
0.5 0.05 0.205782312925 0.127551020408 0.0262477439956
0.5 0.1 0.205782312925 0.0714285714286 0.0146987366375
0.5 0.15 0.205782312925 0.0323129251701 0.00664942847887
0.5 0.2 0.205782312925 0.00680272108844 0.00139987967976
0.5 0.25 0.205782312925 0.00340136054422 0.000699939839882
1.0 -0.25 0.197278911565 0.00340136054422 0.000671016706002
1.0 -0.2 0.197278911565 0.0255102040816 0.00503262529502
1.0 -0.15 0.197278911565 0.0952380952381 0.0187884677681
1.0 -0.1 0.197278911565 0.178571428571 0.0352283770651
1.0 -0.05 0.197278911565 0.248299319728 0.0489842195382
1.0 0.0 0.197278911565 0.207482993197 0.0409320190661
1.0 0.05 0.197278911565 0.127551020408 0.0251631264751
1.0 0.1 0.197278911565 0.0714285714286 0.014091350826
1.0 0.15 0.197278911565 0.0323129251701 0.00637465870702
1.0 0.2 0.197278911565 0.00680272108844 0.001342033412
1.0 0.25 0.197278911565 0.00340136054422 0.000671016706002
1.5 -0.25 0.0612244897959 0.00340136054422 0.000208246563932
1.5 -0.2 0.0612244897959 0.0255102040816 0.00156184922949
1.5 -0.15 0.0612244897959 0.0952380952381 0.00583090379009
1.5 -0.1 0.0612244897959 0.178571428571 0.0109329446064
1.5 -0.05 0.0612244897959 0.248299319728 0.015201999167
1.5 0.0 0.0612244897959 0.207482993197 0.0127030403998
1.5 0.05 0.0612244897959 0.127551020408 0.00780924614744
1.5 0.1 0.0612244897959 0.0714285714286 0.00437317784257
1.5 0.15 0.0612244897959 0.0323129251701 0.00197834235735
1.5 0.2 0.0612244897959 0.00680272108844 0.000416493127863
1.5 0.25 0.0612244897959 0.00340136054422 0.000208246563932
2.0 -0.25 0.0204081632653 0.00340136054422 6.94155213106e-05
2.0 -0.2 0.0204081632653 0.0255102040816 0.000520616409829
2.0 -0.15 0.0204081632653 0.0952380952381 0.0019436345967
2.0 -0.1 0.0204081632653 0.178571428571 0.0036443148688
2.0 -0.05 0.0204081632653 0.248299319728 0.00506733305567
2.0 0.0 0.0204081632653 0.207482993197 0.00423434679994
2.0 0.05 0.0204081632653 0.127551020408 0.00260308204915
2.0 0.1 0.0204081632653 0.0714285714286 0.00145772594752
2.0 0.15 0.0204081632653 0.0323129251701 0.00065944745245
2.0 0.2 0.0204081632653 0.00680272108844 0.000138831042621
2.0 0.25 0.0204081632653 0.00340136054422 6.94155213106e-05
2.5 -0.25 0.00340136054422 0.00340136054422 1.15692535518e-05
2.5 -0.2 0.00340136054422 0.0255102040816 8.67694016382e-05
2.5 -0.15 0.00340136054422 0.0952380952381 0.000323939099449
2.5 -0.1 0.00340136054422 0.178571428571 0.000607385811467
2.5 -0.05 0.00340136054422 0.248299319728 0.000844555509279
2.5 0.0 0.00340136054422 0.207482993197 0.000705724466657
2.5 0.05 0.00340136054422 0.127551020408 0.000433847008191
2.5 0.1 0.00340136054422 0.0714285714286 0.000242954324587
2.5 0.15 0.00340136054422 0.0323129251701 0.000109907908742
2.5 0.2 0.00340136054422 0.00680272108844 2.31385071035e-05
2.5 0.25 0.00340136054422 0.00340136054422 1.15692535518e-05
