# x1 c weight_x1 weight_c weight_tot
-0.5 -0.05 0.118421052632 0.269736842105 0.0319425207756
-0.5 0.0 0.118421052632 0.144736842105 0.0171398891967
-0.5 0.05 0.118421052632 0.197368421053 0.0233725761773
-0.5 0.1 0.118421052632 0.105263157895 0.0124653739612
-0.5 0.15 0.118421052632 0.0592105263158 0.00701177285319
-0.5 0.2 0.118421052632 0.0131578947368 0.00155817174515
-0.5 0.25 0.118421052632 0.00657894736842 0.000779085872576
0.0 -0.15 0.138157894737 0.0197368421053 0.00272680055402
0.0 -0.1 0.138157894737 0.184210526316 0.0254501385042
0.0 -0.05 0.138157894737 0.269736842105 0.0372662742382
0.0 0.0 0.138157894737 0.144736842105 0.0199965373961
0.0 0.05 0.138157894737 0.197368421053 0.0272680055402
0.0 0.1 0.138157894737 0.105263157895 0.0145429362881
0.0 0.15 0.138157894737 0.0592105263158 0.00818040166205
0.0 0.2 0.138157894737 0.0131578947368 0.00181786703601
0.0 0.25 0.138157894737 0.00657894736842 0.000908933518006
0.5 -0.15 0.184210526316 0.0197368421053 0.00363573407202
0.5 -0.1 0.184210526316 0.184210526316 0.0339335180055
0.5 -0.05 0.184210526316 0.269736842105 0.049688365651
0.5 0.0 0.184210526316 0.144736842105 0.0266620498615
0.5 0.05 0.184210526316 0.197368421053 0.0363573407202
0.5 0.1 0.184210526316 0.105263157895 0.0193905817175
0.5 0.15 0.184210526316 0.0592105263158 0.0109072022161
0.5 0.2 0.184210526316 0.0131578947368 0.00242382271468
0.5 0.25 0.184210526316 0.00657894736842 0.00121191135734
1.0 -0.15 0.125 0.0197368421053 0.00246710526316
1.0 -0.1 0.125 0.184210526316 0.0230263157895
1.0 -0.05 0.125 0.269736842105 0.0337171052632
1.0 0.0 0.125 0.144736842105 0.0180921052632
1.0 0.05 0.125 0.197368421053 0.0246710526316
1.0 0.1 0.125 0.105263157895 0.0131578947368
1.0 0.15 0.125 0.0592105263158 0.00740131578947
1.0 0.2 0.125 0.0131578947368 0.00164473684211
1.0 0.25 0.125 0.00657894736842 0.000822368421053
1.5 -0.15 0.0328947368421 0.0197368421053 0.000649238227147
1.5 -0.1 0.0328947368421 0.184210526316 0.0060595567867
1.5 -0.05 0.0328947368421 0.269736842105 0.00887292243767
1.5 0.0 0.0328947368421 0.144736842105 0.00476108033241
1.5 0.05 0.0328947368421 0.197368421053 0.00649238227147
1.5 0.1 0.0328947368421 0.105263157895 0.00346260387812
1.5 0.15 0.0328947368421 0.0592105263158 0.00194771468144
1.5 0.2 0.0328947368421 0.0131578947368 0.000432825484765
1.5 0.25 0.0328947368421 0.00657894736842 0.000216412742382
2.0 -0.15 0.0197368421053 0.0197368421053 0.000389542936288
2.0 -0.1 0.0197368421053 0.184210526316 0.00363573407202
2.0 -0.05 0.0197368421053 0.269736842105 0.0053237534626
2.0 0.0 0.0197368421053 0.144736842105 0.00285664819945
2.0 0.05 0.0197368421053 0.197368421053 0.00389542936288
2.0 0.1 0.0197368421053 0.105263157895 0.00207756232687
2.0 0.15 0.0197368421053 0.0592105263158 0.00116862880886
2.0 0.2 0.0197368421053 0.0131578947368 0.000259695290859
2.0 0.25 0.0197368421053 0.00657894736842 0.000129847645429
